DOMAIN,DOMAIN_LENGTH,SUBDOMAIN,PORT,AT_SYMBOL,PRE_SUFFIX,HTTPS_HOSTNAME,IP_ADDRESS,SHORTENING,REDIRECTING,SUSPICIOUS_TLD,HTTPS,HTTPS_WILDCARD,HSTS,CSP,X_CONTENT_TYPE_OPTIONS,X_FRAME_OPTIONS,SECURE_COOKIES,MOUSE_OVER,RIGHT_CLICK,POPUP,I_FRAME,FAVICON,WEBSITE_TRAFFIC,FORWARDING,TP_RATING,TP_REVIEWS_COUNT,SA_RATING,SA_BACKLINKS,SA_WEBSITE_SPEED,SA_SSL_CERT,GSO_MALTIVERSE,GSO_APWG,GSO_COMPLYTRON,GSO_DNSFILTER,GSO_FLASHSTART,GSO_IQGLOBAL,GSO_PULSEDIVE,GSO_QUAD9,PR_GLOBAL_RANK,PR_PAGE_RANK,UV_DETECTIONS,UV_SITES_SAME_IP,UV_SITES_SAME_IP_DETECTIONS,TS_TRUSTED,TS_RATING,TS_REVIEWS_COUNT,WHOIS_CREATED_MONTHS,WHOIS_LAST_UPDATED_MONTHS,WHOIS_EXPIRES_IN_MONTHS,WHOIS_DNSSEC,WHOIS_COUNTRY,WHOIS_PRIVACY,TRUST
j2global.com,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,NaN,38765,1,3.0,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,393897,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
asiaclipping.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,136527,0,3.4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33291521,1,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
obsbot.com,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43867,1,3.6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1070217,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
etsy.com,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,299284,1,1.5,13503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,189,7,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
restartrepairs.com,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,87031,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255994462,0,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
elferspot.com,9,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,30789,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1613311,3,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
pillsonlinerx.com,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,64778,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4024393,3,0,5,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
teddyfresh.com,10,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1287581,0,3.6,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1181457,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
travelcompany.fi,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,122466,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62100534,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
yfood.eu,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,355896,0,4.0,5380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,333150,4,NaN,NaN,NaN,1,4.7,23775,NaN,NaN,NaN,NaN,NaN,NaN,1
amzproduktfotos.de,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,93819,1,4.8,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61290332,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
themindfulhabit.com,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1199812,1,4.7,465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2201146,3,0,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Ventcover.com,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,141059,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17641521,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
peanutbuttershop.de,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,107898,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10233048,2,0,1,0,1,4.61,1560,NaN,NaN,NaN,NaN,NaN,NaN,1
animalsuniverse.com,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,337857,0,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81010644,0,0,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
atlantabraves.com,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1021406,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1299739,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
calvinklein.mx,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,195406,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8291635,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
camp-out.store,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,93449,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25308312,1,0,0,0,1,4.9,2570,NaN,NaN,NaN,NaN,NaN,NaN,1
drdennisgross.com,13,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,623990,0,3.3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,678031,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
transcription-services-us.com,25,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,60157,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4564352,2,0,14,5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
herbalcart.com,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,167847,0,3.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6878029,2,0,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
aquascience.net,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,184643,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7889071,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
asbestshop.de,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,435494,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38008933,1,0,0,0,1,4.96,318,NaN,NaN,NaN,NaN,NaN,NaN,1
stitchgolf.com,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,137118,0,3.2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1653106,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bilderrahmenshop24.de,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,74874,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70476785,1,0,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
premiumtimesng.com,14,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,801162,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19758,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
jobruf.de,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,239917,1,4.2,728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4916670,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
calwebdesign.com,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,65901,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30925621,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
spinde-sofort.de,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68322,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,178582599,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
pedag.com,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,NaN,43995,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10142644,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
igloocoolers.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,502829,0,2.4,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115007,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
purekana.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,297908,0,3.4,13004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,648464,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
artsybucket.com,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,311944,0,4.0,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10552591,2,0,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
sony.com.sg,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,207745,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,243554,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
briloner.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,227468,0,4.4,708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1129696,3,0,4,0,1,4.74,630,NaN,NaN,NaN,NaN,NaN,NaN,1
moleroda.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,610713,0,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12465606,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
lukilab.com,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,220661,0,4.0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8581821,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
osombo.de,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,61856,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66435449,1,0,0,0,1,3.89,171,NaN,NaN,NaN,NaN,NaN,NaN,1
basketstore.fr,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,166110,1,4.8,5148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31180275,1,0,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
sleepdogmattress.com,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,224284,0,4.5,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3601397,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
canadamats.ca,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,222168,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12297491,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
primavini.com,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,408343,0,4.7,340,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1745791,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
byloftie.com,8,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,491014,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1016534,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
barkleysquare.com,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,455391,0,4.8,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10470653,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
wineinsides.com,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,NaN,1743,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
cascadiablooms.com,14,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,461935,0,4.3,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9478666,2,0,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
zendou.de,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,270020,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,0,1,4.77,73,NaN,NaN,NaN,NaN,NaN,NaN,1
delmarfairgrounds.com,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,64784,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,518579,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
iandbcleaningservices.com,1
stacylash.com,9,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,607904,0,4.9,310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5040189,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
joblo.com,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,319668,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33897,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
raven.net,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,107234,0,3.6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967628,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
kingsofchaos.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,116710,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6828072,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
clearsale.com,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,863036,0,2.9,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10080391,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
heydear.de,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,299625,0,4.3,693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62631425,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
onewindoutdoors.com,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,500204,0,4.8,126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6931218,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
easymouse.de,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,260543,0,4.6,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70937089,1,0,2,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
buyadsenseaccount.in,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,79670,0,3.8,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64273395,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
scahealth.com,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,287195,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7157133,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
spreepharma.de,11,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,597498,1,4.4,146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70505758,1,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
compliancetrainingonline.com,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29017,1,4.6,2083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3727441,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
simmsfishing.com,12,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,578138,0,1.9,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136772,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
licht-zubehoer.de,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,531687,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6831674,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
determigene.com,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NaN,57890,1,4.5,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29478299,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
gluecksmaedchen-shop.de,20,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,519870,0,4.6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317988347,0,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
kitco.com,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1537499,0,3.4,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19300,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
spacerugcleaningcanberra.com.au,28,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,103700,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12328473,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
casa-perla.de,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,318857,0,4.6,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7968626,2,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
khaadi.com,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24554,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5091055,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
workwear-heroes.de,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,184508,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35141170,1,0,14,0,1,4.5,2,NaN,NaN,NaN,NaN,NaN,NaN,1
boxxco.com,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,597492,1,3.6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12015748,2,0,0,0,1,4.86,770,NaN,NaN,NaN,NaN,NaN,NaN,1
brightstarkids.com.au,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1373,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3109353,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
brave.com,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,101593,0,2.9,284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3182,6,NaN,NaN,NaN,1,5.0,20,NaN,NaN,NaN,NaN,NaN,NaN,1
zgrills.com,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,516359,0,3.0,368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300528,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
thebeardstruggle.com,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,241619,0,4.7,9019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180200,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
fussbodenheizungdirekt.de,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,115610,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64165851,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Filter-Direkt.de,13,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,458033,1,3.7,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7764637,2,0,14,1,1,4.95,19775,NaN,NaN,NaN,NaN,NaN,NaN,1
jxcycles.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,29601,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11051197,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
boxiland.de,8,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,NaN,197264,0,3.6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7776906,2,2,14,-1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
refactoring.guru,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,59703,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121650,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
softwarelicenses.net,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,348335,0,4.8,822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8339490,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
taipanschmuck.de,13,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,462908,0,4.7,2104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63222754,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
ceufast.com,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,129008,0,4.8,271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2159665,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
